Date,BillNo,Description,Qty,Rate,Gross Amnt,Discount,Net Amnt
16/05/2074,,Moong dal 400g,1,200,200,,200
16/05/2074,,Top Herbs 200gm,1,65,65,,65
16/05/2074,,Cadbury celebratinng 64gm,2,80,160,,160
16/05/2074,,Soan papdi veg 500g,1,285,285,,285
16/05/2074,,Dettol cool 75 gm,1,35,35,,35
16/05/2074,,Kaju 100g,1,170,170,,170
16/05/2074,,Special cracker no sugar280gm,1,240,240,,240
16/05/2074,,Khapse 200gm,1,70,70,,70
16/05/2074,,Sada papad 200g,1,90,90,,90
16/05/2074,,Wallnut dana 200gm,2,135,270,,270
16/05/2074,,Desi badam 200gm,1,300,300,,300
16/05/2074,,Maggi checken noodles 284g,2,140,280,,280
16/05/2074,,Cornflakes Mixture 200gm,1,120,120,,120
16/05/2074,,Oreo choco cream 150gm,2,70,140,,140
16/05/2074,,Digestive milk 300 gm,2,220,440,,440
16/05/2074,,Britania Bourbn cream biscuits 200gm,2,80,160,,160
16/05/2074,,Pesta 200gm,2,335,670,,670
16/05/2074,,Fry kaju 200g,1,300,300,,300
16/05/2074,,Jabsons RP nimboo pudina 140gm,1,90,90,,90
16/05/2074,,Bikanari bhujiya 400gm,1,165,165,,165
16/05/2074,,Britania Marri gold 300gm,1,70,70,,70
16/05/2074,,Oreo strabery 50gm,2,20,40,,40
16/05/2074,,Real Active orange juice 1.tr,1,220,220,,220
16/05/2074,,Himalya purifying neem face wash 100 ml,1,160,160,,160
16/05/2074,,Nivia cream250ml,1,290,290,,290
16/05/2074,,Nanglo puff,2,70,140,,140
16/05/2074,,Egg 15,1,190,190,,190
16/05/2074,,Navrattan 400g,1,158,158,,158
16/05/2074,,Bikaji papad 400gm,1,170,170,,170
16/05/2074,,Everyday milk 800gm,1,625,625,,625
16/05/2074,,Corn flakes originbal the best 250 gm,1,170,170,,170
16/05/2074,,Everyday milk powder 400gm nestle,1,360,360,,360
16/05/2074,,Kaju 100g,1,170,170,,170
16/05/2074,,Navartan mixtur400gm,1,160,160,,160
16/05/2074,,Mcvities digestive light 400gm,1,275,275,,275
16/05/2074,,Top Herbs 200gm,2,65,130,,130
16/05/2074,,Moong dal 200gm,1,102,102,,102
16/05/2074,,Pesta 100gm,1,170,170,,170
16/05/2074,,Sparsha butter cookies 190gm,3,50,150,,150
16/05/2074,,Absolue orient apple 1 ltr,1,4550,4550,,4550
16/05/2074,,Dahi 1000ml,1,120,120,,120
16/05/2074,,Lotte Nidoo 390gm,1,100,100,,100
16/05/2074,,Dairy milk 13gm,1,20,20,,20
16/05/2074,,Kaju 100g,1,170,170,,170
16/05/2074,,Shakti wheel 800gm,1,114,114,,114
16/05/2074,,Lifebuoy care 85gm,6,22,132,,132
16/05/2074,,Brut green 200ml,1,230,230,,230
16/05/2074,,Desi badam 100gm,1,150,150,,150
16/05/2074,,Pesta 100gm,1,170,170,,170
16/05/2074,,jabsons soan papadi desi ghee 250gm,1,168,168,,168
16/05/2074,,Dabur Red 175gm,1,95,95,,95
16/05/2074,,Brown bread,1,80,80,,80
16/05/2074,,Kaju cookies,1,65,65,,65
16/05/2074,,Sparkling Candle 6 pc,1,85,85,,85
16/05/2074,,Navartan mixtur400gm,2,160,320,,320
16/05/2074,,Henko satin champion 1 kg,1,225,225,,225
16/05/2074,,BRT Wheat Rusks 235 g,1,80,80,,80
16/05/2074,,Rara,15,17,255,,255
16/05/2074,,Tokla Gold Pkt 500gm,2,185,370,,370
16/05/2074,,Anoop sattu 500gm,1,150,150,,150
16/05/2074,,sanchoo,10,30,300,,300
16/05/2074,,Parle-G 320gm,1,50,50,,50
16/05/2074,,Monaco 200 gm,1,50,50,,50
16/05/2074,,Chhurpi 100g,1,110,110,,110
16/05/2074,,Hnd dhanya pouder 200 gm,1,80,80,,80
16/05/2074,,Mung ko khosta 500gm,1,90,90,,90
16/05/2074,,Pustakari,1,70,70,,70
16/05/2074,,Khapse 200gm,1,70,70,,70
16/05/2074,,Marigold apple sugar free 1ltr,1,270,270,,270
16/05/2074,,Chhurpi 100g,1,110,110,,110
16/05/2074,,Sugar free soan  papadi,1,165,165,,165
16/05/2074,,Gulab jaam rasgulla 1000 gm,1,415,415,,415
16/05/2074,,Bag 2 kg,1,5,5,,5
16/05/2074,,Mcv Digestive  250gm,2,88,176,,176
16/05/2074,,Moong dal 200gm,1,102,102,,102
16/05/2074,,Bhujia 400g,2,168,336,,336
16/05/2074,,Gaia muesli nutty delight 400 gm,1,330,330,,330
16/05/2074,,Hit Anti roach gel new,1,230,230,,230
16/05/2074,,swastik jamboo bread,1,60,60,,60
16/05/2074,,swastik bun,1,40,40,,40
16/05/2074,,Amrit ghe 1/2 ltrs,1,63,63,,63
16/05/2074,,Dhaga misree 1kg,1,130,130,,130
16/05/2074,,Sugar 1 kg,5,86,430,,430
16/05/2074,,"Odonil air freshner rose,lavender,orchid & jasmine",1,220,220,,220
16/05/2074,,Druk tomato ketchup 200gr,1,60,60,,60
16/05/2074,,Everyday milk powder 400gm nestle,1,360,360,,360
16/05/2074,,Napkin 100pc,1,25,25,,25
16/05/2074,,Bag 2 kg,1,5,5,,5
16/05/2074,,Plastic glass 100pc,1,60,60,,60
16/05/2074,,Plate no 12,1,55,55,,55
16/05/2074,,Plate no 10,1,40,40,,40
16/05/2074,,Blue Cow 390gm,1,100,100,,100
16/05/2074,,Dahi 500ml,1,65,65,,65
16/05/2074,,Amul Kool kesar flavour 2ml,1,55,55,,55
16/05/2074,,Sprite 330 ml can,1,65,65,,65
16/05/2074,,Strawberry100ml,1,40,40,,40
16/05/2074,,Nimkin 1/2 kg,2,160,320,,320
16/05/2074,,Basuki gudpaak 500gm,1,225,225,,225
16/05/2074,,Nimkin 1/2 kg,3,160,480,,480
16/05/2074,,Jabsons soan papadi chocolate 250gm,1,168,168,,168
16/05/2074,,soan papdi coconut 250 gm,1,168,168,,168
16/05/2074,,Bambino duet  100g,1,170,170,,170
16/05/2074,,Kaju 200gm,1,340,340,,340
16/05/2074,,Desi badam 200gm,1,300,300,,300
16/05/2074,,Pawn big,2,30,60,,60
16/05/2074,,Buff d. m welcome 500gm,1,750,750,,750
16/05/2074,,Punjabi tadka 200gm,2,100,200,,200
16/05/2074,,Mcv Digestive  250gm,1,88,88,,88
16/05/2074,,Veg crackers original 350g,1,250,250,,250
16/05/2074,,Fry kaju 200g,1,300,300,,300
16/05/2074,,Tang Pinapple 175gm,1,145,145,,145
16/05/2074,,Moong dal 200gm,1,102,102,,102
16/05/2074,,Digestive  britania 210gm,2,90,180,,180
16/05/2074,,Instant oatmeal 500gm jar,1,295,295,,295
16/05/2074,,Soan papadi regular 400gm,1,250,250,,250
16/05/2074,,Kuch-kuch all in one 400g,1,170,170,,170
16/05/2074,,Hanami Toasted 110 g,1,220,220,,220
16/05/2074,,Tang  pineapple 225gm,2,150,300,,300
16/05/2074,,White Oats 1kg,1,310,310,,310
16/05/2074,,Furandana saras 700 gm,1,135,135,,135
16/05/2074,,Ananta shakti khajuri 500 gm,1,165,165,,165
16/05/2074,,Soan Papadi  red 250gm,1,220,220,,220
16/05/2074,,Khapse 200gm,1,70,70,,70
16/05/2074,,Soan papdi veg 250 mg,1,152,152,,152
16/05/2074,,Wall clock 10426,1,450,450,,450
16/05/2074,,Ananta shakti khajuri 500 gm,1,165,165,,165
16/05/2074,,Good day pista badam 200gm,2,85,170,,170
16/05/2074,,Sakhar 1kg,1,130,130,,130
16/05/2074,,Rakura CTC tea 500gm,1,195,195,,195
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Horlicks 500gm jar,1,350,350,,350
16/05/2074,,Gillette shaving gel 25 gm,1,60,60,,60
16/05/2074,,Schick woman Razor,1,168,168,,168
16/05/2074,,Tarai taichin 1kg,1,70,70,,70
16/05/2074,,Cream cracker no sugar 280gm,1,260,260,,260
16/05/2074,,Kaju 100g,1,170,170,,170
16/05/2074,,Bag 2 kg,1,5,5,,5
16/05/2074,,Digestive 400g(Mc Vities),1,240,240,,240
16/05/2074,,Vita marri gold 278gm,1,85,85,,85
16/05/2074,,Desi badam 100gm,1,150,150,,150
16/05/2074,,Soan Papadi  red 250gm,1,220,220,,220
16/05/2074,,Dhaga misree 1kg,2,130,260,,260
16/05/2074,,Mung ko khosta 500gm,1,90,90,,90
16/05/2074,,Exo Dish wash 85gm bar,5,10,50,,50
16/05/2074,,Wheel lemon and orange 1 kg,1,75,75,,75
16/05/2074,,Musuro indian 1kg,1,140,140,,140
16/05/2074,,Hnd mix masala 200 gm,1,85,85,,85
16/05/2074,,Savory Fruity Cocktail 400g,1,150,150,,150
16/05/2074,,Gagan golo 218 gm,3,30,90,,90
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Hnd Besar 200gm,1,80,80,,80
16/05/2074,,Cook soyabean oil 1 ltr,2,120,240,,240
16/05/2074,,Sugar 1 kg,1,86,86,,86
16/05/2074,,Tiger 1 kg chowmin,1,130,130,,130
16/05/2074,,White Oats 1kg,1,310,310,,310
16/05/2074,,Moong dal 400g,1,200,200,,200
16/05/2074,,Britannia Sugar free Digestive 350gm,1,240,240,,240
16/05/2074,,Marigold tropical fruits no added sugar 1 ltr,1,270,270,,270
16/05/2074,,Top Herbs 200gm,1,65,65,,65
16/05/2074,,Vita marri gold 278gm,1,85,85,,85
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Priyagold cnc biscuits 100g,2,25,50,,50
16/05/2074,,Nebico saltino 155gm,1,35,35,,35
16/05/2074,,Jabsons soan papadi traditional 250gm,1,138,138,,138
16/05/2074,,Oreo golden 50gm,1,20,20,,20
16/05/2074,,Khapse 200gm,1,70,70,,70
16/05/2074,,Colgate Kids 2+,1,30,30,,30
16/05/2074,,Good day 87.5g cookies,1,118,118,,118
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Nut cracker 200g,1,92,92,,92
16/05/2074,,Ananta shakti khajuri 500 gm,1,165,165,,165
16/05/2074,,Khatta meetha 200g,1,82,82,,82
16/05/2074,,Butter scotch500ml,1,145,145,,145
16/05/2074,,Wallnut dana 200gm,1,135,135,,135
16/05/2074,,Furundana,1,160,160,,160
16/05/2074,,Nebico Gulcose 240gm,1,35,35,,35
16/05/2074,,Monaco 200 gm,1,50,50,,50
16/05/2074,,Parle top 210g,1,50,50,,50
16/05/2074,,swastik crossen,1,75,75,,75
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Colgate super sine medium,2,32,64,,64
16/05/2074,,Real  pomegranate 1ltr,1,210,210,,210
16/05/2074,,Sub-kuch chabenni mix 400g,1,190,190,,190
16/05/2074,,Mcv Digestive  250gm,1,88,88,,88
16/05/2074,,Mcv Marie 250gm,1,60,60,,60
16/05/2074,,Druk tomato ketchup 200gr,1,60,60,,60
16/05/2074,,Vinegar 300ml,1,34,34,,34
16/05/2074,,Druk soya sauce 200g,1,50,50,,50
16/05/2074,,Tiger 1 kg chowmin,1,128,128,,128
16/05/2074,,Bambino vegetable soup,3,70,210,,210
16/05/2074,,Surya Lights 20,3,180,540,,540
16/05/2074,,Munch nuts 32gm,2,40,80,,80
16/05/2074,,Snickers 32 gm,2,40,80,,80
16/05/2074,,Egg 15,2,190,380,,380
16/05/2074,,Dahi 1000ml,2,120,240,,240
16/05/2074,,Soan papadi red  500g,1,420,420,,420
16/05/2074,,Chocopie 6 packs,1,105,105,,105
16/05/2074,,Marie BIsk Farm 285 gm,1,50,50,,50
16/05/2074,,Mcv Digestive  250gm,1,88,88,,88
16/05/2074,,Britania Bourbn cream biscuits 200gm,1,80,80,,80
16/05/2074,,Good day choco chips 150gm,1,80,80,,80
16/05/2074,,Ramro Royale Fruit Cake 190gm,1,90,90,,90
16/05/2074,,Nimkin 1/2 kg,1,160,160,,160
16/05/2074,,Sensodyne fresh mint 130gm,1,240,240,,240
16/05/2074,,Bikanari bhujiya 400gm,1,165,165,,165
16/05/2074,,Vita marri gold 278gm,1,85,85,,85
16/05/2074,,savory litchi drinks 400g,1,150,150,,150
16/05/2074,,Pashupati Papad,3,15,45,,45
16/05/2074,,Sunflow oil 1ltr,1,150,150,,150
16/05/2074,,Brut musk 200ml,1,230,230,,230
16/05/2074,,Buff sausage 150g,4,110,440,,440
16/05/2074,,Sensodyne fresh gel 150gm,1,240,240,,240
16/05/2074,,Cool Gulab jal 188gm,1,128,128,,128
16/05/2074,,Dermi Cool regular powder 150gm,1,115,115,,115
16/05/2074,,Nepal Ice strong beer 650ml,1,205,205,,205
16/05/2074,,Love wimmys 3 pc,1,80,80,,80
16/05/2074,,Dabur gulab jal 59ml,1,40,40,,40
16/05/2074,,Nuties favaourites forever 30gm,1,72,72,,72
16/05/2074,,Dairy milk silk roast almond 55gm,1,130,130,,130
16/05/2074,,Creamy Crackers 350gm,1,250,250,,250
16/05/2074,,Egg 15,1,190,190,,190
16/05/2074,,Sugar free soan  papadi,1,165,165,,165
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Adity penut 1kg,1,265,265,,265
16/05/2074,,Nimkin 1/2 kg,1,160,160,,160
16/05/2074,,Surya light 10,1,90,90,,90
16/05/2074,,Thin arrowroot300gm,1,70,70,,70
16/05/2074,,Kaju cookies,1,65,65,,65
16/05/2074,,Garnier men power double action face wash 100gm,1,295,295,,295
16/05/2074,,Tuborg Can beer 500ml,5,200,1000,,1000
16/05/2074,,Moong dal 400g,1,200,200,,200
16/05/2074,,Sugar free craker 300gm,2,50,100,,100
16/05/2074,,Kashmiri mixture 400g,1,262,262,,262
16/05/2074,,Bikaji Bhujia 400gm,1,165,165,,165
16/05/2074,,Napkin 100pc,1,25,25,,25
16/05/2074,,Kuch-kuch all in one 400g,1,170,170,,170
16/05/2074,,Lays amercan style cream & onion 89gm,1,70,70,,70
16/05/2074,,laystomato,1,40,40,,40
16/05/2074,,Danta Kanti tooth paste 200gm,2,119,238,,238
16/05/2074,,kinder joy for girls,2,70,140,,140
16/05/2074,,kwiks cheese balls,1,30,30,,30
16/05/2074,,Set wet vertical hold,1,145,145,,145
16/05/2074,,5 star 26gmn,5,20,100,,100
16/05/2074,,Henko satin champion 1 kg,3,225,675,,675
16/05/2074,,Real  pomegranate 1ltr,1,210,210,,210
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Dairy milk 13gm,5,20,100,,100
16/05/2074,,Kurkure Green,1,40,40,,40
16/05/2074,,Hariyo kerau 200 gm,1,50,50,,50
16/05/2074,,Wai wai quick,4,18,72,,72
16/05/2074,,Happydent white,1,20,20,,20
16/05/2074,,Nivea men fresh actice deo 40ml,1,250,250,,250
16/05/2074,,Kaju 200gm,1,340,340,,340
16/05/2074,,Egg 15,1,190,190,,190
16/05/2074,,Dahi 1000ml,2,120,240,,240
16/05/2074,,Tiffany Sugar free150g,1,180,180,,180
16/05/2074,,Adity peanuts chatpat 250 GM,1,110,110,,110
16/05/2074,,glass fram large,1,160,160,,160
16/05/2074,,Taichin Rice 1 kg,3,105,315,,315
16/05/2074,,Napkin 100pc,1,25,25,,25
16/05/2074,,Gyan chakki 2kg,1,105,105,,105
16/05/2074,,Salt 1KG,1,20,20,,20
16/05/2074,,Tic tac,1,20,20,,20
16/05/2074,,Aloo bhujia 400g,3,177,531,,531
16/05/2074,,Macvities wholewheat marie 200g,3,60,180,,180
16/05/2074,,kwiks cheese balls,1,30,30,,30
16/05/2074,,laystomato,1,40,40,,40
16/05/2074,,Dairy milk 34g,1,50,50,,50
16/05/2074,,kinder joy for girls,1,70,70,,70
16/05/2074,,Cook soyabean oil 1 ltr,1,120,120,,120
16/05/2074,,Dhara health sunflower 1lt,2,195,390,,390
16/05/2074,,Chana thulo  500gm,1,88,88,,88
16/05/2074,,Rajma chirke(1kg),1,165,165,,165
16/05/2074,,Wai wai veg,4,18,72,,72
16/05/2074,,Herman mayonise 236ml,1,115,115,,115
16/05/2074,,Signataure premier grain whisky 750ml,1,1460,1460,,1460
16/05/2074,,Dairy milk silk bubbly 50 gm,2,150,300,,300
16/05/2074,,Wallnut dana 200gm,2,135,270,,270
16/05/2074,,Sukmel 50g,1,95,95,,95
16/05/2074,,Buckwheat flour (Phapar) 1 kg,1,140,140,,140
16/05/2074,,Bmc chicken 50gm,1,45,45,,45
16/05/2074,,Meat masala 50g,1,73,73,,73
16/05/2074,,Royal stag 750ml,1,1070,1070,,1070
16/05/2074,,Box transformers 4,1,750,750,,750
16/05/2074,,Ramro Royale Fruit Cake 200gm,1,95,95,,95
16/05/2074,,Kaju cookies,2,65,130,,130
16/05/2074,,Dhara mustard oil 1/2ltr,1,103,103,,103
16/05/2074,,Sunflow oil 1/2ltr,1,75,75,,75
16/05/2074,,Bournvita crunchie cookies 46.5g,1,235,235,,235
16/05/2074,,Sugar free craker 300gm,3,50,150,,150
16/05/2074,,Tiger krunch 40 gm pkt,2,140,280,,280
16/05/2074,,Tiffany Sugar free150g,2,180,360,,360
16/05/2074,,Good day butter cookies 39gm,2,118,236,,236
16/05/2074,,Nutri natural instant oatmeal 900gm,2,370,740,,740
16/05/2074,,Tiger Orange creemz 50g,2,115,230,,230
16/05/2074,,Mixed veg.soup,4,70,280,,280
16/05/2074,,Bambino mushroom soup,15,70,1050,,1050
16/05/2074,,Pari brown rice 1 kg,4,110,440,,440
16/05/2074,,Bhujiya 340gm,1,105,105,,105
16/05/2074,,Ramro Royale Frity Bite 85 gm,2,45,90,,90
16/05/2074,,Ramro Royale Frity Bite 85 gm,2,45,90,,90
16/05/2074,,White nanglo bread,1,50,50,,50
16/05/2074,,Kitchen king 50gr,1,68,68,,68
16/05/2074,,Set wet Cool hold gel 100ml,1,145,145,,145
16/05/2074,,Mamy poko pants L 38,1,790,790,,790
16/05/2074,,kinder joy for girls,1,70,70,,70
16/05/2074,,Sunslick smooth & manageble conditioner 320ml,1,270,270,,270
16/05/2074,,Gagan golo 218 gm,6,30,180,,180
16/05/2074,,Snickers 50g,1,80,80,,80
16/05/2074,,Brut green 200ml,1,230,230,,230
16/05/2074,,Dew 2.25 ltr,1,180,180,,180
16/05/2074,,Prawn crackers 120 gm,1,35,35,,35
16/05/2074,,Nimkin 1/2 kg,3,160,480,,480
16/05/2074,,Adity peanuts 30gm,3,20,60,,60
16/05/2074,,buff dry meat welcome 100gm,3,150,450,,450
16/05/2074,,Pashupati Papad,6,15,90,,90
16/05/2074,,Monaco 200 gm,3,50,150,,150
16/05/2074,,Mcv Marie 250gm,3,60,180,,180
16/05/2074,,Bhujia 200g,3,85,255,,255
16/05/2074,,Veet dry skin 60g,1,175,175,,175
16/05/2074,,Moong dal 400g,1,200,200,,200
16/05/2074,,Tasty 400gm,1,160,160,,160
16/05/2074,,Oreo strabery 50gm,1,20,20,,20
16/05/2074,,Oreo vanila 50gm,1,20,20,,20
16/05/2074,,Perk double  30gm,1,18,18,,18
16/05/2074,,Milky bar 26gm,1,40,40,,40
16/05/2074,,Ramro sugar free digestive cookies 240gm,1,148,148,,148
16/05/2074,,Bhujia 200g,1,85,85,,85
16/05/2074,,Kuch Kuch all in all 200gm,1,87,87,,87
16/05/2074,,Ramro Royale Fruit Cake 200gm,1,95,95,,95
16/05/2074,,Timur seed 50g,1,40,40,,40
16/05/2074,,Dahi 1000ml,1,120,120,,120
16/05/2074,,Methi dana 500gm,1,120,120,,120
16/05/2074,,Kalo til 100gm,1,35,35,,35
16/05/2074,,Shiva pujari Jwano 100 gm,1,45,45,,45
16/05/2074,,kacho badam(1kg),1,200,200,,200
16/05/2074,,Colgate Strong teeth 200gm,1,110,110,,110
16/05/2074,,Cornflakes Mixture 200gm,1,120,120,,120
16/05/2074,,Moong daal 400gm,1,180,180,,180
16/05/2074,,Vermicello plane sewai180gm,6,38,228,,228
16/05/2074,,Britania Marri gold 300gm,1,70,70,,70
16/05/2074,,Vita marri gold 278gm,1,85,85,,85
16/05/2074,,Desi badam 100gm,1,150,150,,150
16/05/2074,,Chocos 375 gm,1,295,295,,295
16/05/2074,,Nepal Ice strong beer 650ml,2,205,410,,410
16/05/2074,,Cococola 600ml,1,65,65,,65
16/05/2074,,Rara,3,17,51,,51
16/05/2074,,Bournvita crunchie cookies 46.5g,1,20,20,,20
16/05/2074,,Sparsha chocolate cookies 150gm,2,50,100,,100
16/05/2074,,Ramro Royale Frity Bite 85 gm,1,45,45,,45
16/05/2074,,Digestive  britania 210gm,1,90,90,,90
16/05/2074,,Wai wai quick,4,18,72,,72
16/05/2074,,Viva Jar 500gm,1,325,325,,325
16/05/2074,,Khapse 200gm,1,70,70,,70
16/05/2074,,Kaju 200gm,1,340,340,,340
16/05/2074,,Desi badam 200gm,1,300,300,,300
16/05/2074,,Marigold apple cranberry 1 ltr,1,270,270,,270
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Sensodyne fresh gel 150gm,1,240,240,,240
16/05/2074,,Dabur Red 175gm,1,95,95,,95
16/05/2074,,Egg 15,1,195,195,,195
16/05/2074,,Wai wai quick,6,18,108,,108
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Rahar ko nonpolish 500gm,1,115,115,,115
16/05/2074,,Kismiss yellow 200gm,1,65,65,,65
16/05/2074,,Tarai taichin 1kg,1,70,70,,70
16/05/2074,,Bhujia 400g,1,168,168,,168
16/05/2074,,Druk tomato chilli 200 gm,4,65,260,,260
16/05/2074,,Druk tomato ketchup 200gr,5,60,300,,300
16/05/2074,,Druk green Chilliy sauce 200 gm,2,50,100,,100
16/05/2074,,Taichin 1kg,2,120,240,,240
16/05/2074,,Bikano punjabi papad 200gm,2,85,170,,170
16/05/2074,,Mung daal 1/2 kg,1,90,90,,90
16/05/2074,,Milkybar 12g,1,10,10,,10
16/05/2074,,Tessa Family Napkins 50sheets,1,70,70,,70
16/05/2074,,Plate no 12,1,55,55,,55
16/05/2074,,Head & shoulders anti hairfall 170ml,1,190,190,,190
16/05/2074,,brut sport style 200ml,1,230,230,,230
16/05/2074,,Pamacare roddies black 150ml,1,290,290,,290
16/05/2074,,Chana thulo  500gm,1,88,88,,88
16/05/2074,,Corn flakes 400 gm,1,95,95,,95
16/05/2074,,Pantene hair fall control condtioner 165ml,1,170,170,,170
16/05/2074,,Dove Daily shine conditioner 350 ml,1,320,320,,320
16/05/2074,,Expert Radiance range  honey brown 36gm,1,55,55,,55
16/05/2074,,Good day choco chips 150gm,1,80,80,,80
16/05/2074,,Ramro sugar free whole wheat jeera 240gm,1,148,148,,148
16/05/2074,,Maggi checken noodles 284g,1,140,140,,140
16/05/2074,,Cornflakes mixture 200g,1,135,135,,135
16/05/2074,,Aloo bhujia 200g,1,90,90,,90
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Kaju 100g,1,170,170,,170
16/05/2074,,Nariwol pc,1,60,60,,60
16/05/2074,,Kismiss green 100gm,1,60,60,,60
16/05/2074,,Set Wet cool hold 50ml,1,80,80,,80
16/05/2074,,Ayo Soap,3,40,120,,120
16/05/2074,,St John Cobra after shave 50ml,1,165,165,,165
16/05/2074,,Hnd jeera powder 100gm,1,55,55,,55
16/05/2074,,Supari 100gm,1,65,65,,65
16/05/2074,,Rajma chirke(500gm),1,83,83,,83
16/05/2074,,Musuro nepali 500gm,1,83,83,,83
16/05/2074,,Colgate super flexi,1,25,25,,25
16/05/2074,,Mixed masala 100gr,1,40,40,,40
16/05/2074,,Exo Dish wash 85gm bar,3,10,30,,30
16/05/2074,,Ayo Soap,1,40,40,,40
16/05/2074,,Real Grape 200ml,1,30,30,,30
16/05/2074,,Coconut 500gm,2,20,40,,40
16/05/2074,,Top Herbs 200gm,1,65,65,,65
16/05/2074,,Colgate Total advanced health 140gm,1,162,162,,162
16/05/2074,,Wai wai quick,4,18,72,,72
16/05/2074,,Pril perfect kraft gel 750ml,1,240,240,,240
16/05/2074,,Buff sausage 150g,4,160,640,,640
16/05/2074,,Magic relighting candles,1,25,25,,25
16/05/2074,,Bounty 57g,1,80,80,,80
16/05/2074,,Hojmola pudina bottle,2,42,84,,84
16/05/2074,,Cook soyabean oil 1 ltr,1,120,120,,120
16/05/2074,,Cococola 2.25ltr,1,180,180,,180
16/05/2074,,Bhujia 400g,1,168,168,,168
16/05/2074,,Viva Jar 500gm,1,325,325,,325
16/05/2074,,lays66g,1,40,40,,40
16/05/2074,,Vermicello plane sewai180gm,1,38,38,,38
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Real mixed 200ml,1,30,30,,30
16/05/2074,,kinder joy for girls,1,70,70,,70
16/05/2074,,Sugar 1 kg,1,86,86,,86
16/05/2074,,Mix dal 1 kg ( gosaikunda),1,155,155,,155
16/05/2074,,Chana thulo 1 kg,1,175,175,,175
16/05/2074,,kacho badam (500gm),1,100,100,,100
16/05/2074,,Kaju 100g,2,170,340,,340
16/05/2074,,kacho badam (500gm),1,100,100,,100
16/05/2074,,Rice aanadi 1 kg,1,550,550,,550
16/05/2074,,Desi badam 200gm,1,300,300,,300
16/05/2074,,Britannia Sugar free Digestive 350gm,3,240,720,,720
16/05/2074,,Sugar 1 kg,4,86,344,,344
16/05/2074,,Amrit sunflower oil 1 lltr,1,135,135,,135
16/05/2074,,Gillete series foam 245 gm,1,260,260,,260
16/05/2074,,Gaia muesli nutty delight 400 gm,1,330,330,,330
16/05/2074,,5 Star 14g,6,10,60,,60
16/05/2074,,Ayo Soap,4,40,160,,160
16/05/2074,,Dahi 1000ml,1,120,120,,120
16/05/2074,,Gatsby after shave classic 100ml,1,225,225,,225
16/05/2074,,"Nd""s Panner 200g",1,115,115,,115
16/05/2074,,Gillette series foam 250ml,1,260,260,,260
16/05/2074,,Fair n handsome 60ml,1,205,205,,205
16/05/2074,,Cream cracker no sugar 280gm,1,260,260,,260
16/05/2074,,Naulo bread,2,40,80,,80
16/05/2074,,Lavish veg crackers 200g,2,205,410,,410
16/05/2074,,Tokla gold 500 gm box,1,190,190,,190
16/05/2074,,Meizan S/F 2 ltr,1,600,600,,600
16/05/2074,,Bansi aata 5 kg,1,200,200,,200
16/05/2074,,Tide plus 1 kg,2,154,308,,308
16/05/2074,,Gyan Chakki aata 5 kg,1,250,250,,250
16/05/2074,,Kaju 100g,1,170,170,,170
16/05/2074,,Desi badam 100gm,1,150,150,,150
16/05/2074,,Sai Kripa gold tea 100gm,1,38,38,,38
16/05/2074,,Sugar 1 kg,1,86,86,,86
16/05/2074,,Cococola 2.25ltr,1,180,180,,180
16/05/2074,,R. vodka 375ml,1,580,580,,580
16/05/2074,,Real Cranberry 1 ltr,1,210,210,,210
16/05/2074,,Sugar free craker 300gm,1,50,50,,50
16/05/2074,,Tiffany Sugar free150g,2,180,360,,360
16/05/2074,,Parle actifit cream cracker 200gm,1,50,50,,50
16/05/2074,,Cococola 2.25ltr,3,180,540,,540
16/05/2074,,Plastic glass 100pc,1,60,60,,60
16/05/2074,,Sabzi masala 100g,1,95,95,,95
16/05/2074,,Sai kripa Gold tea 200gm,2,78,156,,156
16/05/2074,,Dahi 500ml,1,65,65,,65
16/05/2074,,Rice aanadi 1 kg,1,550,550,,550
16/05/2074,,Sugar 1 kg,5,86,430,,430
16/05/2074,,Mc dowells  small,1,1250,1250,,1250
16/05/2074,,Furandana saras 700 gm,1,135,135,,135
16/05/2074,,Nimkin 1/2 kg,1,160,160,,160
16/05/2074,,Mcv Digestive  250gm,1,88,88,,88
16/05/2074,,5 Grain Biscuits 300gm,1,130,130,,130
16/05/2074,,Salted peanut namkeen  200gm,1,90,90,,90
16/05/2074,,Sugar free soan  papadi,1,165,165,,165
16/05/2074,,Bhujia 200g,1,85,85,,85
16/05/2074,,Moong dal 200gm,1,102,102,,102
16/05/2074,,Bag 10kg,1,10,10,,10
16/05/2074,,Marigold pear mixed berries 1 ltr,1,270,270,,270
16/05/2074,,Britannia Sugar free Digestive 350gm,1,240,240,,240
